avg_deg_setting	dist_name	r_concentration	n_seed	p0	p1	p2	p3	p4plus	active_r_ratio	mean_dk_active	max_dk	direct_K	tia_K	look1_K	look2_K	direct_T	tia_T	look1_T	look2_T
8	p4_100	low02	3	0.00000	0.00000	0.00000	0.00000	1.00000	0.01968	117.68398	118.66667	353.3333	353.3333	353.3333	353.3333	0.02000	0.02000	0.02000	0.02000
8	p4_100	top02	3	0.00000	0.00000	0.00000	0.00000	1.00000	0.01968	117.68398	118.66667	353.3333	353.3333	353.3333	353.3333	0.02000	0.02000	0.02000	0.02000
8	p4_100	randtop02	3	0.00000	0.00000	0.00000	0.00000	1.00000	0.01968	117.68398	118.66667	353.3333	353.3333	353.3333	353.3333	0.02000	0.02000	0.02000	0.02000
8	p0_20_p1_40_p2_40	spread	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.69429	1.00000	1.00000	353.3333	281.6667	281.6667	281.6667	0.02000	0.09267	0.09267	0.09267
8	p0_20_p1_40_p2_40	random	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.48728	1.40201	4.00000	353.3333	281.0000	280.6667	280.6667	0.02000	0.09400	0.09500	0.09500
8	p0_20_p1_40_p2_40	low20	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.20052	3.46277	4.66667	353.3333	246.3333	246.3333	246.3333	0.02000	0.15067	0.15067	0.15067
8	p0_20_p1_40_p2_40	top20	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.20052	3.46277	4.66667	353.3333	151.6667	151.0000	151.0000	0.02000	0.30067	0.30233	0.30233
8	p0_20_p1_40_p2_40	randtop20	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.20052	3.46277	4.66667	353.3333	231.0000	231.0000	231.0000	0.02000	0.17100	0.17100	0.17100
8	p0_20_p1_40_p2_40	low05	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.03451	80.74286	105.33333	353.3333	73.0000	73.0000	73.0000	0.02000	0.31767	0.31767	0.31767
8	p0_20_p1_40_p2_40	top05	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.03451	80.74286	105.33333	353.3333	21.6667	21.6667	21.6667	0.02000	0.37333	0.37333	0.37333
8	p0_20_p1_40_p2_40	randtop05	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.03451	80.74286	105.33333	353.3333	21.0000	21.0000	21.0000	0.02000	0.37400	0.37400	0.37400
8	p0_20_p1_40_p2_40	low02	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.01968	35.29978	35.66667	353.3333	10.6667	10.6667	10.6667	0.02000	0.37500	0.37500	0.37500
8	p0_20_p1_40_p2_40	top02	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.01968	35.29978	35.66667	353.3333	12.3333	12.3333	12.3333	0.02000	0.37333	0.37333	0.37333
8	p0_20_p1_40_p2_40	randtop02	3	0.19977	0.40011	0.40011	0.00000	0.00000	0.01968	35.29978	35.66667	353.3333	12.0000	12.0000	12.0000	0.02000	0.37367	0.37367	0.37367
8	p1_33_p2_34_p3_33	spread	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.92840	1.22739	1.66667	353.3333	352.3333	351.6667	351.3333	0.02000	0.02167	0.02367	0.02533
8	p1_33_p2_34_p3_33	random	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.66693	1.70202	6.33333	353.3333	352.0000	351.6667	351.6667	0.02000	0.02233	0.02333	0.02333
8	p1_33_p2_34_p3_33	low20	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.20052	5.76452	6.00000	353.3333	306.0000	271.6667	271.6667	0.02000	0.09100	0.16033	0.16033
8	p1_33_p2_34_p3_33	top20	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.20052	5.76452	6.00000	353.3333	170.0000	127.6667	127.6667	0.02000	0.28200	0.36900	0.36900
8	p1_33_p2_34_p3_33	randtop20	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.20052	5.76452	6.00000	353.3333	256.3333	232.0000	232.0000	0.02000	0.15700	0.20667	0.20667
8	p1_33_p2_34_p3_33	low05	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.03505	94.72143	135.00000	353.3333	90.3333	90.3333	90.3333	0.02000	0.30067	0.30067	0.30067
8	p1_33_p2_34_p3_33	top05	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.03505	94.72143	135.00000	353.3333	22.0000	22.0000	22.0000	0.02000	0.37333	0.37333	0.37333
8	p1_33_p2_34_p3_33	randtop05	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.03505	94.72143	135.00000	353.3333	21.3333	21.3333	21.3333	0.02000	0.37400	0.37400	0.37400
8	p1_33_p2_34_p3_33	low02	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.01968	58.76407	59.66667	353.3333	10.6667	10.6667	10.6667	0.02000	0.37500	0.37500	0.37500
8	p1_33_p2_34_p3_33	top02	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.01968	58.76407	59.66667	353.3333	12.3333	12.3333	12.3333	0.02000	0.37333	0.37333	0.37333
8	p1_33_p2_34_p3_33	randtop02	3	0.00120	0.33001	0.33955	0.32923	0.00000	0.01968	58.76407	59.66667	353.3333	12.0000	12.0000	12.0000	0.02000	0.37367	0.37367	0.37367
8	p2_50_p3_50	spread	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.99384	1.45032	1.66667	353.3333	352.6667	352.3333	352.0000	0.02000	0.02067	0.02167	0.02300
8	p2_50_p3_50	random	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.74085	1.91600	6.66667	353.3333	352.6667	352.0000	352.0000	0.02000	0.02067	0.02333	0.02333
8	p2_50_p3_50	low20	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.20052	7.20274	7.66667	353.3333	352.6667	268.3333	268.3333	0.02000	0.02067	0.16767	0.16767
8	p2_50_p3_50	top20	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.20052	7.20274	7.66667	353.3333	352.6667	170.0000	125.0000	0.02000	0.02067	0.28200	0.37400
8	p2_50_p3_50	randtop20	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.20052	7.20274	7.66667	353.3333	352.6667	152.0000	143.3333	0.02000	0.02067	0.32067	0.33400
8	p2_50_p3_50	low05	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.03505	118.13889	138.33333	353.3333	352.6667	93.0000	93.0000	0.02000	0.02067	0.29800	0.29800
8	p2_50_p3_50	top05	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.03505	118.13889	138.33333	353.3333	352.6667	22.0000	22.0000	0.02000	0.02067	0.37333	0.37333
8	p2_50_p3_50	randtop05	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.03505	118.13889	138.33333	353.3333	352.6667	21.3333	21.3333	0.02000	0.02067	0.37400	0.37400
8	p2_50_p3_50	low02	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.01968	73.42352	74.33333	353.3333	352.6667	10.6667	10.6667	0.02000	0.02067	0.37500	0.37500
8	p2_50_p3_50	top02	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.01968	73.42352	74.33333	353.3333	352.6667	12.3333	12.3333	0.02000	0.02067	0.37333	0.37333
8	p2_50_p3_50	randtop02	3	0.00214	0.00000	0.49893	0.49893	0.00000	0.01968	73.42352	74.33333	353.3333	352.6667	12.0000	12.0000	0.02000	0.02067	0.37367	0.37367
