family	dist_name	r_concentration	n	direct_K	tia_K	look1_K	look2_K	tia_gain	look1_extra	look2_extra	mean_dk_active	max_dk	look2_T_ratio
sbm_strong	p3_100	randtop05	6	122.67	122.67	122.67	43.00	0.00	0.00	79.67	8.57	9.17	0.14
sbm_strong	p4_100	spread	6	122.67	122.67	122.67	122.67	0.00	0.00	0.00	1.00	1.00	0.02
sbm_strong	p4_100	random	6	122.67	122.67	122.67	122.67	0.00	0.00	0.00	1.31	3.83	0.02
sbm_strong	p4_100	top20	6	122.67	122.67	122.67	122.67	0.00	0.00	0.00	2.93	4.00	0.02
sbm_strong	p4_100	top05	6	122.67	122.67	122.67	122.67	0.00	0.00	0.00	11.42	12.00	0.02
sbm_strong	p4_100	low20	6	122.67	122.67	122.67	122.67	0.00	0.00	0.00	2.93	4.00	0.02
sbm_strong	p4_100	low05	6	122.67	122.67	122.67	122.67	0.00	0.00	0.00	11.42	12.00	0.02
sbm_strong	p4_100	randtop20	6	122.67	122.67	122.67	122.67	0.00	0.00	0.00	2.93	4.00	0.02
sbm_strong	p4_100	randtop05	6	122.67	122.67	122.67	122.67	0.00	0.00	0.00	11.42	12.00	0.02
sbm_strong	p0_50_p1_50	spread	6	122.67	61.00	61.00	61.00	61.67	0.00	0.00	1.00	1.00	0.08
sbm_strong	p0_50_p1_50	random	6	122.67	60.17	60.17	60.17	62.50	0.00	0.00	1.04	2.00	0.08
sbm_strong	p0_50_p1_50	top20	6	122.67	61.17	61.17	61.17	61.50	0.00	0.00	1.00	1.00	0.08
sbm_strong	p0_50_p1_50	top05	6	122.67	60.17	60.17	60.17	62.50	0.00	0.00	1.42	2.00	0.08
sbm_strong	p0_50_p1_50	low20	6	122.67	61.00	61.00	61.00	61.67	0.00	0.00	1.00	1.00	0.08
sbm_strong	p0_50_p1_50	low05	6	122.67	60.17	60.17	60.17	62.50	0.00	0.00	1.42	2.00	0.08
sbm_strong	p0_50_p1_50	randtop20	6	122.67	61.17	61.17	61.17	61.50	0.00	0.00	1.00	1.00	0.08
sbm_strong	p0_50_p1_50	randtop05	6	122.67	60.17	60.17	60.17	62.50	0.00	0.00	1.42	2.00	0.08
sbm_strong	p0_20_p1_40_p2_40	spread	6	122.67	98.17	98.17	98.17	24.50	0.00	0.00	1.00	1.00	0.04
sbm_strong	p0_20_p1_40_p2_40	random	6	122.67	97.17	97.17	97.17	25.50	0.00	0.00	1.09	2.67	0.05
sbm_strong	p0_20_p1_40_p2_40	top20	6	122.67	98.33	98.33	98.33	24.33	0.00	0.00	1.26	2.00	0.04
sbm_strong	p0_20_p1_40_p2_40	top05	6	122.67	49.67	48.00	48.00	73.00	1.67	0.00	3.43	4.00	0.13
sbm_weak	p0_50_p1_50	randtop05	6	150.83	74.50	74.50	74.50	76.33	0.00	0.00	1.83	2.00	0.10
sbm_weak	p0_50_p1_50	top20	6	150.83	75.50	75.50	75.50	75.33	0.00	0.00	1.00	1.00	0.10
sbm_weak	p0_20_p1_40_p2_40	spread	6	150.83	120.67	120.67	120.67	30.17	0.00	0.00	1.00	1.00	0.05
sbm_weak	p0_50_p1_50	top05	6	150.83	74.50	74.50	74.50	76.33	0.00	0.00	1.83	2.00	0.10
sbm_weak	p0_20_p1_40_p2_40	random	6	150.83	119.50	119.50	119.50	31.33	0.00	0.00	1.12	2.67	0.05
sbm_weak	p0_50_p1_50	low20	6	150.83	75.17	75.17	75.17	75.67	0.00	0.00	1.00	1.00	0.10
sbm_weak	p0_20_p1_40_p2_40	top20	6	150.83	120.67	120.67	120.67	30.17	0.00	0.00	1.28	2.00	0.05
sbm_weak	p0_50_p1_50	low05	6	150.83	74.50	74.50	74.50	76.33	0.00	0.00	1.83	2.00	0.10
sbm_weak	p0_20_p1_40_p2_40	top05	6	150.83	41.17	41.17	41.17	109.67	0.00	0.00	4.40	5.17	0.17
sbm_weak	p0_50_p1_50	randtop20	6	150.83	75.50	75.50	75.50	75.33	0.00	0.00	1.00	1.00	0.10
sbm_weak	p0_20_p1_40_p2_40	low20	6	150.83	120.67	120.33	120.33	30.17	0.33	0.00	1.28	2.00	0.05
sbm_weak	p0_20_p1_40_p2_40	low05	6	150.83	40.50	40.50	40.50	110.33	0.00	0.00	4.40	5.17	0.17
sbm_weak	p0_20_p1_40_p2_40	randtop20	6	150.83	120.67	120.50	120.50	30.17	0.17	0.00	1.28	2.00	0.05
sbm_weak	p0_20_p1_40_p2_40	randtop05	6	150.83	41.00	41.00	41.00	109.83	0.00	0.00	4.40	5.17	0.17
sbm_weak	p1_33_p2_34_p3_33	spread	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.00	1.00	0.02
sbm_weak	p1_33_p2_34_p3_33	random	6	150.83	149.83	149.83	149.83	1.00	0.00	0.00	1.20	3.33	0.02
sbm_weak	p1_33_p2_34_p3_33	top20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.83	3.00	0.02
sbm_weak	p1_33_p2_34_p3_33	top05	6	150.83	41.17	41.17	41.17	109.67	0.00	0.00	7.33	8.83	0.17
sbm_weak	p1_33_p2_34_p3_33	low20	6	150.83	150.50	150.50	150.50	0.33	0.00	0.00	1.83	3.00	0.02
sbm_weak	p1_33_p2_34_p3_33	low05	6	150.83	40.50	40.50	40.50	110.33	0.00	0.00	7.33	8.83	0.17
sbm_weak	p1_33_p2_34_p3_33	randtop20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.83	3.00	0.02
sbm_weak	p1_33_p2_34_p3_33	randtop05	6	150.83	41.00	41.00	41.00	109.83	0.00	0.00	7.33	8.83	0.17
sbm_weak	p2_50_p3_50	spread	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.00	1.00	0.02
sbm_weak	p2_50_p3_50	random	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.24	4.00	0.02
sbm_weak	p2_50_p3_50	top20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	2.27	3.00	0.02
sbm_weak	p2_50_p3_50	top05	6	150.83	150.83	41.17	41.17	0.00	109.67	0.00	9.16	9.83	0.17
sbm_weak	p2_50_p3_50	low20	6	150.83	150.83	150.83	150.67	0.00	0.00	0.17	2.27	3.00	0.02
sbm_weak	p2_50_p3_50	low05	6	150.83	150.83	40.50	40.50	0.00	110.33	0.00	9.16	9.83	0.17
sbm_weak	p2_50_p3_50	randtop20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	2.27	3.00	0.02
sbm_weak	p2_50_p3_50	randtop05	6	150.83	150.83	41.00	41.00	0.00	109.83	0.00	9.16	9.83	0.17
sbm_weak	p1_100	spread	6	150.83	150.50	150.50	150.50	0.33	0.00	0.00	1.00	1.00	0.02
sbm_weak	p1_100	random	6	150.83	149.67	149.67	149.67	1.17	0.00	0.00	1.10	2.50	0.02
sbm_weak	p1_100	top20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.00	1.00	0.02
sbm_weak	p1_100	top05	6	150.83	148.00	148.00	148.00	2.83	0.00	0.00	3.67	4.00	0.02
sbm_weak	p1_100	low20	6	150.83	150.17	150.17	150.17	0.67	0.00	0.00	1.00	1.00	0.02
sbm_weak	p1_100	low05	6	150.83	148.17	148.17	148.17	2.67	0.00	0.00	3.67	4.00	0.02
sbm_weak	p1_100	randtop20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.00	1.00	0.02
sbm_weak	p1_100	randtop05	6	150.83	148.00	148.00	148.00	2.83	0.00	0.00	3.67	4.00	0.02
sbm_weak	p2_100	spread	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.00	1.00	0.02
sbm_weak	p2_100	random	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.20	3.50	0.02
sbm_weak	p2_100	top20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.82	2.00	0.02
sbm_weak	p2_100	top05	6	150.83	150.83	41.17	41.17	0.00	109.67	0.00	7.33	7.83	0.17
sbm_weak	p2_100	low20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.82	2.00	0.02
sbm_weak	p2_100	low05	6	150.83	150.83	40.50	40.50	0.00	110.33	0.00	7.33	7.83	0.17
sbm_weak	p2_100	randtop20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.82	2.00	0.02
sbm_weak	p2_100	randtop05	6	150.83	150.83	41.00	41.00	0.00	109.83	0.00	7.33	7.83	0.17
sbm_weak	p3_100	spread	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.00	1.00	0.02
sbm_weak	p3_100	random	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.29	4.17	0.02
sbm_weak	p3_100	top20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	2.73	3.00	0.02
sbm_weak	p3_100	top05	6	150.83	150.83	150.83	41.17	0.00	0.00	109.67	11.00	11.83	0.17
sbm_weak	p3_100	low20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	2.73	3.00	0.02
sbm_weak	p3_100	low05	6	150.83	150.83	150.83	40.50	0.00	0.00	110.33	11.00	11.83	0.17
sbm_weak	p3_100	randtop20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	2.73	3.00	0.02
sbm_weak	p3_100	randtop05	6	150.83	150.83	150.83	41.00	0.00	0.00	109.83	11.00	11.83	0.17
sbm_weak	p4_100	spread	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.00	1.00	0.02
sbm_weak	p4_100	random	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	1.40	4.67	0.02
sbm_weak	p4_100	top20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	3.64	4.00	0.02
sbm_weak	p4_100	top05	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	14.66	15.67	0.02
sbm_weak	p4_100	low20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	3.64	4.00	0.02
sbm_weak	p4_100	low05	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	14.66	15.67	0.02
sbm_weak	p4_100	randtop20	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	3.64	4.00	0.02
sbm_weak	p4_100	randtop05	6	150.83	150.83	150.83	150.83	0.00	0.00	0.00	14.66	15.67	0.02
sbm_weak	p0_50_p1_50	spread	6	150.83	75.50	75.50	75.50	75.33	0.00	0.00	1.00	1.00	0.10
sbm_weak	p0_50_p1_50	random	6	150.83	74.33	74.33	74.33	76.50	0.00	0.00	1.05	2.33	0.10
lfr_strong	p4_100	low05	6	117.17	72.67	72.67	72.67	44.50	0.00	0.00	6.83	7.83	0.06
lfr_strong	p4_100	randtop20	6	117.17	72.67	72.67	72.67	44.50	0.00	0.00	2.15	3.00	0.06
lfr_strong	p4_100	randtop05	6	117.17	72.67	72.67	72.67	44.50	0.00	0.00	6.83	7.83	0.06
lfr_strong	p0_50_p1_50	spread	6	117.17	58.50	58.50	58.50	58.67	0.00	0.00	1.00	1.00	0.08
lfr_strong	p0_50_p1_50	random	6	117.17	57.83	57.83	57.83	59.33	0.00	0.00	1.04	2.00	0.08
lfr_strong	p0_50_p1_50	top20	6	117.17	58.67	58.67	58.67	58.50	0.00	0.00	1.00	1.00	0.08
lfr_strong	p0_50_p1_50	top05	6	117.17	58.00	58.00	58.00	59.17	0.00	0.00	1.57	1.83	0.08
lfr_strong	p0_50_p1_50	low20	6	117.17	58.33	58.33	58.33	58.83	0.00	0.00	1.00	1.00	0.08
lfr_strong	p0_50_p1_50	low05	6	117.17	57.83	57.83	57.83	59.33	0.00	0.00	1.57	1.83	0.08
lfr_strong	p0_50_p1_50	randtop20	6	117.17	58.33	58.33	58.33	58.83	0.00	0.00	1.00	1.00	0.08
lfr_strong	p0_50_p1_50	randtop05	6	117.17	58.00	58.00	58.00	59.17	0.00	0.00	1.57	1.83	0.08
lfr_strong	p0_20_p1_40_p2_40	spread	6	117.17	91.33	91.33	91.33	25.83	0.00	0.00	1.00	1.00	0.05
lfr_strong	p0_20_p1_40_p2_40	random	6	117.17	90.67	90.67	90.67	26.50	0.00	0.00	1.09	2.33	0.05
lfr_strong	p0_20_p1_40_p2_40	top20	6	117.17	91.33	91.33	91.33	25.83	0.00	0.00	1.39	1.83	0.05
lfr_strong	p0_20_p1_40_p2_40	top05	6	117.17	46.17	45.33	45.33	71.00	0.83	0.00	3.35	4.00	0.11
lfr_strong	p0_20_p1_40_p2_40	low20	6	117.17	91.00	90.83	90.83	26.17	0.17	0.00	1.39	1.83	0.05
lfr_strong	p0_20_p1_40_p2_40	low05	6	117.17	45.50	44.83	44.83	71.67	0.67	0.00	3.35	4.00	0.11
lfr_strong	p0_20_p1_40_p2_40	randtop20	6	117.17	91.17	91.00	91.00	26.00	0.17	0.00	1.39	1.83	0.05
lfr_strong	p0_20_p1_40_p2_40	randtop05	6	117.17	46.17	45.83	45.83	71.00	0.33	0.00	3.35	4.00	0.11
lfr_strong	p1_33_p2_34_p3_33	spread	6	117.17	103.00	103.00	103.00	14.17	0.00	0.00	1.00	1.00	0.03
lfr_strong	p1_33_p2_34_p3_33	random	6	117.17	102.33	102.33	102.33	14.83	0.00	0.00	1.13	2.50	0.04
lfr_strong	p1_33_p2_34_p3_33	top20	6	117.17	103.00	102.83	102.83	14.17	0.17	0.00	1.70	2.50	0.03
lfr_strong	p1_33_p2_34_p3_33	top05	6	117.17	65.83	51.33	50.17	51.33	14.50	1.17	4.58	5.67	0.11
lfr_strong	p1_33_p2_34_p3_33	low20	6	117.17	102.50	102.50	102.33	14.67	0.00	0.17	1.70	2.50	0.04
lfr_strong	p1_33_p2_34_p3_33	low05	6	117.17	51.67	46.17	45.50	65.50	5.50	0.67	4.58	5.67	0.12
lfr_strong	p1_33_p2_34_p3_33	randtop20	6	117.17	102.83	102.67	102.67	14.33	0.17	0.00	1.70	2.50	0.04
lfr_strong	p1_33_p2_34_p3_33	randtop05	6	117.17	65.83	46.67	45.83	51.33	19.17	0.83	4.58	5.67	0.12
lfr_strong	p2_50_p3_50	spread	6	117.17	92.00	92.00	92.00	25.17	0.00	0.00	1.00	1.00	0.05
lfr_strong	p2_50_p3_50	random	6	117.17	92.00	92.00	92.00	25.17	0.00	0.00	1.15	2.67	0.05
lfr_strong	p2_50_p3_50	top20	6	117.17	92.00	92.00	92.00	25.17	0.00	0.00	1.79	2.83	0.05
lfr_strong	p2_50_p3_50	top05	6	117.17	92.00	52.33	45.00	25.17	39.67	7.33	5.14	6.17	0.12
lfr_strong	p1_100	spread	6	117.17	116.50	116.50	116.50	0.67	0.00	0.00	1.00	1.00	0.02
lfr_strong	p2_50_p3_50	low20	6	117.17	92.00	92.00	91.83	25.17	0.00	0.17	1.79	2.83	0.05
lfr_strong	p1_100	random	6	117.17	116.33	116.33	116.33	0.83	0.00	0.00	1.07	2.17	0.02
lfr_strong	p2_50_p3_50	low05	6	117.17	92.00	51.67	44.83	25.17	40.33	6.83	5.14	6.17	0.12
lfr_strong	p1_100	top20	6	117.17	116.83	116.83	116.83	0.33	0.00	0.00	1.08	1.33	0.02
lfr_strong	p2_50_p3_50	randtop20	6	117.17	92.00	92.00	92.00	25.17	0.00	0.00	1.79	2.83	0.05
lfr_strong	p1_100	top05	6	117.17	115.17	115.17	115.17	2.00	0.00	0.00	2.85	3.17	0.02
lfr_strong	p2_50_p3_50	randtop05	6	117.17	92.00	52.33	45.33	25.17	39.67	7.00	5.14	6.17	0.12
lfr_strong	p1_100	low20	6	117.17	116.50	116.50	116.50	0.67	0.00	0.00	1.08	1.33	0.02
lfr_strong	p1_100	low05	6	117.17	115.00	115.00	115.00	2.17	0.00	0.00	2.85	3.17	0.02
lfr_strong	p1_100	randtop20	6	117.17	116.67	116.50	116.50	0.50	0.17	0.00	1.08	1.33	0.02
lfr_strong	p1_100	randtop05	6	117.17	115.17	115.17	115.17	2.00	0.00	0.00	2.85	3.17	0.02
lfr_strong	p2_100	spread	6	117.17	95.50	95.50	95.50	21.67	0.00	0.00	1.00	1.00	0.04
lfr_strong	p2_100	random	6	117.17	95.50	95.50	95.50	21.67	0.00	0.00	1.13	2.50	0.04
lfr_strong	p2_100	top20	6	117.17	95.50	95.50	95.50	21.67	0.00	0.00	1.58	2.00	0.04
lfr_strong	p2_100	top05	6	117.17	95.50	50.33	50.33	21.67	45.17	0.00	4.56	5.00	0.11
lfr_strong	p2_100	low20	6	117.17	95.50	95.50	95.50	21.67	0.00	0.00	1.58	2.00	0.04
lfr_strong	p2_100	low05	6	117.17	95.50	49.67	49.67	21.67	45.83	0.00	4.56	5.00	0.11
lfr_strong	p2_100	randtop20	6	117.17	95.50	95.50	95.50	21.67	0.00	0.00	1.58	2.00	0.04
lfr_strong	p2_100	randtop05	6	117.17	95.50	50.50	50.50	21.67	45.00	0.00	4.56	5.00	0.11
lfr_strong	p3_100	spread	6	117.17	81.33	81.33	81.33	35.83	0.00	0.00	1.00	1.00	0.06
lfr_strong	p3_100	random	6	117.17	81.33	81.33	81.33	35.83	0.00	0.00	1.16	2.83	0.06
lfr_strong	p3_100	top20	6	117.17	81.33	81.33	81.33	35.83	0.00	0.00	1.88	2.50	0.06
lfr_strong	p3_100	top05	6	117.17	81.33	81.33	45.33	35.83	0.00	36.00	5.74	6.50	0.12
lfr_strong	p3_100	low20	6	117.17	81.33	81.33	81.33	35.83	0.00	0.00	1.88	2.50	0.06
lfr_strong	p3_100	low05	6	117.17	81.33	81.33	45.17	35.83	0.00	36.17	5.74	6.50	0.12
lfr_strong	p3_100	randtop20	6	117.17	81.33	81.33	81.33	35.83	0.00	0.00	1.88	2.50	0.06
lfr_strong	p3_100	randtop05	6	117.17	81.33	81.33	45.67	35.83	0.00	35.67	5.74	6.50	0.12
lfr_strong	p4_100	spread	6	117.17	72.67	72.67	72.67	44.50	0.00	0.00	1.00	1.00	0.06
lfr_strong	p4_100	random	6	117.17	72.67	72.67	72.67	44.50	0.00	0.00	1.18	2.83	0.06
lfr_strong	p4_100	top20	6	117.17	72.67	72.67	72.67	44.50	0.00	0.00	2.15	3.00	0.06
lfr_strong	p4_100	top05	6	117.17	72.67	72.67	72.67	44.50	0.00	0.00	6.83	7.83	0.06
lfr_strong	p4_100	low20	6	117.17	72.67	72.67	72.67	44.50	0.00	0.00	2.15	3.00	0.06
lfr_weak	p4_100	spread	6	109.17	106.17	106.17	106.17	3.00	0.00	0.00	1.00	1.00	0.02
lfr_weak	p4_100	random	6	109.17	106.17	106.17	106.17	3.00	0.00	0.00	1.29	3.83	0.02
lfr_weak	p4_100	top20	6	109.17	106.17	106.17	106.17	3.00	0.00	0.00	2.68	3.67	0.02
lfr_weak	p4_100	top05	6	109.17	106.17	106.17	106.17	3.00	0.00	0.00	10.06	11.33	0.02
lfr_weak	p4_100	low20	6	109.17	106.17	106.17	106.17	3.00	0.00	0.00	2.68	3.67	0.02
lfr_weak	p4_100	low05	6	109.17	106.17	106.17	106.17	3.00	0.00	0.00	10.06	11.33	0.02
lfr_weak	p4_100	randtop20	6	109.17	106.17	106.17	106.17	3.00	0.00	0.00	2.68	3.67	0.02
lfr_weak	p4_100	randtop05	6	109.17	106.17	106.17	106.17	3.00	0.00	0.00	10.06	11.33	0.02
lfr_weak	p0_50_p1_50	spread	6	109.17	54.50	54.50	54.50	54.67	0.00	0.00	1.00	1.00	0.07
lfr_weak	p0_50_p1_50	random	6	109.17	53.50	53.50	53.50	55.67	0.00	0.00	1.04	2.00	0.08
lfr_weak	p0_50_p1_50	top20	6	109.17	54.50	54.50	54.50	54.67	0.00	0.00	1.00	1.00	0.07
lfr_weak	p0_50_p1_50	top05	6	109.17	53.83	53.83	53.83	55.33	0.00	0.00	1.39	1.83	0.08
lfr_weak	p0_50_p1_50	low20	6	109.17	54.50	54.50	54.50	54.67	0.00	0.00	1.00	1.00	0.07
lfr_weak	p0_50_p1_50	low05	6	109.17	53.50	53.50	53.50	55.67	0.00	0.00	1.39	1.83	0.08
lfr_weak	p0_50_p1_50	randtop20	6	109.17	54.50	54.50	54.50	54.67	0.00	0.00	1.00	1.00	0.07
lfr_weak	p0_50_p1_50	randtop05	6	109.17	53.83	53.83	53.83	55.33	0.00	0.00	1.39	1.83	0.08
lfr_weak	p0_20_p1_40_p2_40	spread	6	109.17	87.33	87.33	87.33	21.83	0.00	0.00	1.00	1.00	0.04
lfr_weak	p0_20_p1_40_p2_40	random	6	109.17	86.50	86.50	86.50	22.67	0.00	0.00	1.08	2.50	0.04
lfr_weak	p0_20_p1_40_p2_40	top20	6	109.17	87.33	87.33	87.33	21.83	0.00	0.00	1.22	1.67	0.04
lfr_weak	p0_20_p1_40_p2_40	top05	6	109.17	55.50	54.33	54.33	53.67	1.17	0.00	3.10	3.67	0.09
lfr_weak	p0_20_p1_40_p2_40	low20	6	109.17	87.33	87.33	87.33	21.83	0.00	0.00	1.22	1.67	0.04
lfr_weak	p0_20_p1_40_p2_40	low05	6	109.17	55.00	54.33	54.33	54.17	0.67	0.00	3.10	3.67	0.09
lfr_weak	p0_20_p1_40_p2_40	randtop20	6	109.17	87.17	87.17	87.17	22.00	0.00	0.00	1.22	1.67	0.04
lfr_weak	p0_20_p1_40_p2_40	randtop05	6	109.17	55.50	54.67	54.67	53.67	0.83	0.00	3.10	3.67	0.09
lfr_weak	p1_33_p2_34_p3_33	spread	6	109.17	108.83	108.83	108.83	0.33	0.00	0.00	1.00	1.00	0.02
lfr_weak	p1_33_p2_34_p3_33	random	6	109.17	108.17	108.17	108.17	1.00	0.00	0.00	1.15	3.33	0.02
lfr_weak	p1_33_p2_34_p3_33	top20	6	109.17	108.83	108.83	108.67	0.33	0.00	0.17	1.55	2.50	0.02
lfr_weak	p1_33_p2_34_p3_33	top05	6	109.17	66.00	49.00	48.83	43.17	17.00	0.17	5.15	6.17	0.11
lfr_weak	p1_33_p2_34_p3_33	low20	6	109.17	108.50	108.50	107.83	0.67	0.00	0.67	1.55	2.50	0.02
lfr_weak	p1_33_p2_34_p3_33	low05	6	109.17	65.67	50.67	50.17	43.50	15.00	0.50	5.15	6.17	0.11
lfr_weak	p1_33_p2_34_p3_33	randtop20	6	109.17	108.83	108.83	108.50	0.33	0.00	0.33	1.55	2.50	0.02
lfr_weak	p1_33_p2_34_p3_33	randtop05	6	109.17	66.00	48.17	47.67	43.17	17.83	0.50	5.15	6.17	0.11
lfr_weak	p2_50_p3_50	spread	6	109.17	108.83	108.83	108.83	0.33	0.00	0.00	1.00	1.00	0.02
lfr_weak	p2_50_p3_50	random	6	109.17	108.83	108.83	108.83	0.33	0.00	0.00	1.18	3.50	0.02
lfr_weak	p2_50_p3_50	top20	6	109.17	108.83	108.83	108.67	0.33	0.00	0.17	1.85	2.67	0.02
lfr_weak	p2_50_p3_50	top05	6	109.17	108.83	49.50	44.67	0.33	59.33	4.83	6.44	7.33	0.12
lfr_weak	p2_50_p3_50	low20	6	109.17	108.83	108.83	108.00	0.33	0.00	0.83	1.85	2.67	0.02
lfr_weak	p2_50_p3_50	low05	6	109.17	108.83	47.67	47.17	0.33	61.17	0.50	6.44	7.33	0.11
lfr_weak	p2_50_p3_50	randtop20	6	109.17	108.83	108.83	108.33	0.33	0.00	0.50	1.85	2.67	0.02
lfr_weak	p2_50_p3_50	randtop05	6	109.17	108.83	49.50	45.33	0.33	59.33	4.17	6.44	7.33	0.12
lfr_weak	p1_100	spread	6	109.17	109.17	109.17	109.17	0.00	0.00	0.00	1.00	1.00	0.02
lfr_weak	p1_100	random	6	109.17	108.17	108.00	108.00	1.00	0.17	0.00	1.07	2.33	0.02
lfr_weak	p1_100	top20	6	109.17	109.00	109.00	109.00	0.17	0.00	0.00	1.04	1.17	0.02
lfr_weak	p1_100	top05	6	109.17	107.33	107.33	107.33	1.83	0.00	0.00	2.59	3.17	0.02
lfr_weak	p1_100	low20	6	109.17	108.67	108.67	108.67	0.50	0.00	0.00	1.04	1.17	0.02
lfr_weak	p1_100	low05	6	109.17	107.50	107.50	107.50	1.67	0.00	0.00	2.59	3.17	0.02
lfr_weak	p1_100	randtop20	6	109.17	108.83	108.83	108.83	0.33	0.00	0.00	1.04	1.17	0.02
lfr_weak	p1_100	randtop05	6	109.17	107.50	107.50	107.50	1.67	0.00	0.00	2.59	3.17	0.02
lfr_weak	p2_100	spread	6	109.17	109.17	109.17	109.17	0.00	0.00	0.00	1.00	1.00	0.02
lfr_weak	p2_100	random	6	109.17	109.17	109.17	109.17	0.00	0.00	0.00	1.15	3.33	0.02
lfr_weak	p2_100	top20	6	109.17	109.17	109.17	109.17	0.00	0.00	0.00	1.59	2.00	0.02
lfr_weak	p2_100	top05	6	109.17	109.17	49.17	49.17	0.00	60.00	0.00	5.17	6.00	0.11
lfr_weak	p2_100	low20	6	109.17	109.17	109.17	109.17	0.00	0.00	0.00	1.59	2.00	0.02
lfr_weak	p2_100	low05	6	109.17	109.17	48.67	48.67	0.00	60.50	0.00	5.17	6.00	0.11
lfr_weak	p2_100	randtop20	6	109.17	109.17	109.17	109.17	0.00	0.00	0.00	1.59	2.00	0.02
lfr_weak	p2_100	randtop05	6	109.17	109.17	49.50	49.50	0.00	59.67	0.00	5.17	6.00	0.11
lfr_weak	p3_100	spread	6	109.17	109.17	109.17	109.17	0.00	0.00	0.00	1.00	1.00	0.02
lfr_weak	p3_100	random	6	109.17	109.17	109.17	109.17	0.00	0.00	0.00	1.22	3.83	0.02
lfr_weak	p3_100	top20	6	109.17	109.17	109.17	108.67	0.00	0.00	0.50	2.15	3.00	0.02
lfr_weak	p3_100	top05	6	109.17	109.17	109.17	49.33	0.00	0.00	59.83	7.76	8.50	0.11
lfr_weak	p3_100	low20	6	109.17	109.17	109.17	108.33	0.00	0.00	0.83	2.15	3.00	0.02
lfr_weak	p3_100	low05	6	109.17	109.17	109.17	48.33	0.00	0.00	60.83	7.76	8.50	0.11
lfr_weak	p3_100	randtop20	6	109.17	109.17	109.17	108.33	0.00	0.00	0.83	2.15	3.00	0.02
lfr_weak	p3_100	randtop05	6	109.17	109.17	109.17	50.33	0.00	0.00	58.83	7.76	8.50	0.11
